	#Gene_ID	ES2050	ES569	ES2483	ES2162	ES2329	ES2431	ES2160	ES2076	ES568	ES566	ES567	ES2484	ES2341	ES2049
0	ENSG00000223972	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	ENSG00000227232	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	ENSG00000243485	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	ENSG00000237613	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	ENSG00000268020	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	ENSG00000240361	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	ENSG00000186092	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	ENSG00000238009	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	ENSG00000239945	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	ENSG00000233750	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	ENSG00000237683	2	0	1	3	2	4	1	3	3	2	0	2	3	2
11	ENSG00000268903	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	ENSG00000269981	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	ENSG00000239906	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	ENSG00000241860	0	0	0	0	0	0	0	1	1	0	0	0	1	0
15	ENSG00000222623	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	ENSG00000241599	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	ENSG00000228463	0	0	0	0	0	0	0	0	1	0	0	1	0	0
18	ENSG00000241670	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	ENSG00000241670	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	ENSG00000237094	1	0	0	0	0	0	0	0	0	1	0	0	0	0
21	ENSG00000250575	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	ENSG00000233653	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	ENSG00000237094	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	ENSG00000224813	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	ENSG00000237094	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	ENSG00000235249	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	ENSG00000269732	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	ENSG00000256186	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	ENSG00000237094	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	ENSG00000237094	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	ENSG00000236601	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	ENSG00000236743	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	ENSG00000236679	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	ENSG00000231709	0	0	0	0	0	0	1	0	0	0	0	0	0	0
35	ENSG00000235146	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	ENSG00000239664	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	ENSG00000239664	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	ENSG00000230021	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	ENSG00000223659	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	ENSG00000225972	1	0	0	0	0	2	0	0	0	0	0	0	0	1
41	ENSG00000225630	1	1	10	4	1	3	3	4	2	3	3	7	6	3
42	ENSG00000237973	7	2	19	9	16	9	3	25	11	4	6	8	16	2
43	ENSG00000229344	0	1	4	1	9	1	2	6	2	4	1	0	8	0
44	ENSG00000240409	2	0	1	1	2	1	2	0	1	0	2	0	2	0
45	ENSG00000248527	1	2	4	0	3	6	2	1	2	3	2	3	8	0
46	ENSG00000198744	1286	732	2446	1583	2283	1150	1392	889	2068	1349	1378	2106	3223	905
47	ENSG00000268663	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	ENSG00000185097	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	ENSG00000229376	0	0	0	0	0	0	1	0	0	0	0	0	0	0
50	ENSG00000224956	0	1	0	0	0	0	0	0	3	0	0	0	0	1
51	ENSG00000235373	1	0	0	1	0	2	0	1	1	1	0	0	3	1
52	ENSG00000223181	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	ENSG00000240618	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	ENSG00000229905	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55	ENSG00000228327	1	2	0	2	0	0	0	1	0	1	0	0	0	0
56	ENSG00000237491	0	3	1	2	1	1	0	0	0	1	2	1	7	1
57	ENSG00000230092	0	0	1	0	0	0	1	0	1	1	0	0	2	2
58	ENSG00000269831	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59	ENSG00000240453	0	0	0	0	0	0	0	0	1	0	0	0	0	0
60	ENSG00000177757	0	0	0	0	0	0	0	0	0	0	3	0	0	0
61	ENSG00000225880	2	2	3	1	0	1	8	4	11	5	7	2	0	5
62	ENSG00000228794	42	21	34	38	56	28	27	27	51	42	25	37	68	12
63	ENSG00000230368	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64	ENSG00000234711	0	0	0	1	0	0	0	0	0	0	0	0	0	0
65	ENSG00000269308	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66	ENSG00000272438	1	2	1	1	1	1	0	0	3	1	2	3	1	2
67	ENSG00000230699	3	16	21	10	31	15	12	10	36	23	10	30	3	7
68	ENSG00000241180	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69	ENSG00000223764	9	4	21	17	6	11	4	19	28	13	8	30	11	14
70	ENSG00000187634	0	0	3	0	2	0	1	8	7	4	1	3	7	0
71	ENSG00000268179	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72	ENSG00000188976	413	217	392	312	408	232	323	187	468	309	297	288	424	248
73	ENSG00000187961	16	6	30	17	45	10	18	8	29	3	4	22	24	10
74	ENSG00000187583	0	0	0	0	0	0	0	1	0	0	0	1	0	3
75	ENSG00000187642	1	0	2	0	0	0	0	0	0	0	0	0	0	0
76	ENSG00000272512	2	0	1	0	0	0	0	1	0	1	0	2	8	3
77	ENSG00000188290	72	18	102	60	134	23	99	76	45	98	120	82	171	104
78	ENSG00000231702	1	0	0	1	0	0	0	1	1	0	0	0	2	1
79	ENSG00000224969	1	0	0	0	0	1	0	0	0	0	0	0	1	0
80	ENSG00000187608	129	73	199	32	81	34	52	130	106	83	133	134	105	67
81	ENSG00000188157	203	60	226	96	254	85	128	89	109	98	142	215	248	184
82	ENSG00000242590	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83	ENSG00000217801	12	0	11	1	5	1	0	7	12	3	2	9	32	10
84	ENSG00000273443	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85	ENSG00000237330	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86	ENSG00000131591	84	50	146	83	161	48	98	48	141	86	70	134	103	100
87	ENSG00000223823	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88	ENSG00000207730	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89	ENSG00000207607	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	ENSG00000198976	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91	ENSG00000272141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92	ENSG00000205231	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93	ENSG00000162571	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94	ENSG00000162571	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95	ENSG00000186891	0	0	0	0	0	0	0	3	0	0	0	0	0	0
96	ENSG00000186827	0	0	0	0	0	0	0	0	0	0	0	0	1	0
97	ENSG00000078808	380	106	386	155	341	150	258	119	306	230	223	350	486	377
98	ENSG00000176022	66	49	103	46	129	48	117	26	113	56	56	77	95	52
99	ENSG00000184163	4	1	0	0	7	0	0	17	0	9	0	1	7	2
100	ENSG00000260179	0	0	0	0	0	0	0	0	0	0	2	0	0	0
101	ENSG00000160087	382	199	370	295	540	198	352	174	396	376	278	369	518	314
102	ENSG00000230415	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103	ENSG00000162572	0	1	8	2	3	3	6	3	5	2	2	7	0	2
104	ENSG00000131584	31	16	47	32	55	13	19	20	93	27	22	58	32	26
105	ENSG00000169972	118	34	118	64	176	41	92	57	141	60	79	69	116	81
106	ENSG00000127054	435	262	427	409	714	296	492	258	550	502	562	456	613	339
107	ENSG00000240731	0	0	0	1	0	0	0	0	0	0	0	2	3	0
108	ENSG00000224051	22	2	33	12	27	7	18	6	32	20	3	15	48	17
109	ENSG00000169962	0	0	5	2	6	0	0	0	5	0	0	0	0	0
110	ENSG00000107404	26	10	32	21	24	12	18	13	55	22	17	26	49	44
111	ENSG00000162576	645	58	285	20	225	43	71	225	84	114	124	208	760	508
112	ENSG00000175756	542	243	488	392	688	216	522	162	625	424	381	426	750	378
113	ENSG00000223663	0	0	0	0	0	0	2	0	0	0	0	0	0	0
114	ENSG00000221978	450	241	880	608	920	477	563	342	630	406	320	814	1061	389
115	ENSG00000224870	163	80	126	139	164	90	120	69	235	207	138	221	182	130
116	ENSG00000242485	547	316	631	495	773	274	548	192	721	477	447	486	897	355
117	ENSG00000264293	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118	ENSG00000272455	0	2	0	2	2	0	1	8	0	5	6	2	2	0
119	ENSG00000235098	6	16	8	3	8	8	15	16	34	2	2	9	6	6
120	ENSG00000225905	0	1	0	0	0	0	0	0	0	0	0	0	1	0
121	ENSG00000205116	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122	ENSG00000225285	1	0	0	0	2	0	0	3	3	1	1	0	0	2
123	ENSG00000179403	0	6	8	6	3	0	6	8	23	1	0	5	11	9
124	ENSG00000215915	4	1	0	1	4	0	0	0	1	0	0	1	1	1
125	ENSG00000160072	39	11	44	48	49	17	51	24	49	26	12	43	80	27
126	ENSG00000197785	64	8	34	40	48	20	53	15	75	13	18	42	51	29
127	ENSG00000205090	0	0	0	0	0	0	0	0	0	0	0	0	1	0
128	ENSG00000160075	496	202	490	366	585	340	427	343	563	353	296	457	758	372
129	ENSG00000215791	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130	ENSG00000215014	1	0	0	2	4	1	1	3	0	0	0	0	5	0
131	ENSG00000236684	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132	ENSG00000228594	13	1	7	15	24	3	5	2	11	9	5	10	6	17
133	ENSG00000272106	37	23	36	31	42	22	32	33	69	41	40	40	21	42
134	ENSG00000197530	16	9	18	13	14	9	7	24	23	9	23	25	22	30
135	ENSG00000189409	1	0	0	0	0	0	1	0	0	0	2	0	1	0
136	ENSG00000248333	15	11	23	18	32	18	26	29	28	28	20	20	30	20
137	ENSG00000272004	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138	ENSG00000189339	111	93	157	151	111	123	107	112	226	135	130	153	151	156
139	ENSG00000269737	0	1	0	0	0	1	0	0	0	1	0	3	0	0
140	ENSG00000269227	0	0	0	1	0	0	0	0	1	0	0	0	0	0
141	ENSG00000215914	0	0	0	0	0	0	0	0	0	0	0	0	0	0
142	ENSG00000008128	7	3	3	5	8	7	4	2	1	2	4	7	5	3
143	ENSG00000268575	11	7	10	12	4	7	12	23	16	14	11	16	8	9
144	ENSG00000008128	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145	ENSG00000227775	5	6	7	4	14	6	6	3	16	18	7	9	9	11
146	ENSG00000215790	23	17	21	24	22	11	17	28	26	24	23	24	24	19
147	ENSG00000227775	0	0	0	0	4	0	0	0	2	0	0	1	0	0
148	ENSG00000227775	0	0	0	0	0	0	0	0	0	0	0	0	0	0
149	ENSG00000008130	65	54	103	67	88	51	85	73	102	45	110	105	73	66
150	ENSG00000078369	536	304	585	495	893	359	499	399	1209	504	405	516	985	605
151	ENSG00000231050	0	2	1	0	0	2	0	0	0	0	0	1	1	0
152	ENSG00000169885	0	0	0	0	0	0	0	0	0	0	0	0	0	0
153	ENSG00000178821	14	3	5	10	14	9	23	20	11	15	18	9	14	12
154	ENSG00000142609	1	0	4	7	14	12	13	3	1	1	0	6	2	6
155	ENSG00000233542	0	0	0	0	0	0	0	2	0	0	0	0	0	0
156	ENSG00000187730	0	0	2	2	6	0	9	2	0	0	3	0	0	0
157	ENSG00000226969	0	0	0	0	0	0	0	0	0	0	0	0	0	0
158	ENSG00000067606	50	48	42	59	49	11	77	71	216	76	90	52	50	57
159	ENSG00000271806	1	1	1	0	0	0	0	0	2	1	0	4	1	1
160	ENSG00000182873	7	11	10	9	16	15	10	16	15	15	3	6	14	34
161	ENSG00000162585	93	40	123	49	101	27	118	42	100	79	65	90	124	79
162	ENSG00000269554	0	0	0	0	0	0	0	0	0	0	0	0	0	0
163	ENSG00000203301	0	0	0	0	0	0	1	1	0	0	0	0	0	1
164	ENSG00000243558	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165	ENSG00000234396	0	0	0	0	0	0	0	0	0	0	0	0	0	0
166	ENSG00000157933	31	10	9	13	10	5	17	16	12	5	12	8	5	16
167	ENSG00000116151	28	14	18	31	43	32	24	23	36	25	38	21	10	32
168	ENSG00000272161	1	0	0	0	6	0	0	0	0	0	0	3	0	0
169	ENSG00000269753	0	0	0	0	0	0	0	0	0	0	0	1	0	0
170	ENSG00000269896	11	4	13	3	8	7	7	0	8	1	5	6	14	8
171	ENSG00000238240	0	0	0	0	0	0	0	0	0	0	0	0	0	0
172	ENSG00000272420	0	0	0	3	4	0	0	4	2	1	5	0	2	0
173	ENSG00000271921	0	0	0	0	0	0	0	0	0	0	0	0	0	0
174	ENSG00000271847	0	0	0	0	4	2	0	0	1	0	0	0	0	0
175	ENSG00000178642	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176	ENSG00000116151	0	0	0	0	0	0	0	0	0	0	0	0	0	0
177	ENSG00000116151	0	0	0	0	0	0	0	0	0	0	0	0	0	0
178	ENSG00000157916	825	300	779	416	822	363	580	446	746	516	538	751	1239	593
179	ENSG00000157911	162	89	206	105	213	94	208	47	198	181	152	182	182	153
180	ENSG00000149527	1	2	3	0	3	0	4	2	6	2	5	4	10	1
181	ENSG00000224387	0	0	0	0	0	0	0	0	0	1	0	0	0	0
182	ENSG00000229393	0	0	0	0	0	0	0	0	0	1	0	0	0	0
183	ENSG00000157881	225	115	219	205	309	118	234	195	239	214	199	302	314	156
184	ENSG00000197921	19	13	45	60	25	7	139	25	4	126	168	84	13	58
185	ENSG00000272449	5	2	3	12	18	1	20	3	1	32	31	23	13	15
186	ENSG00000238164	0	0	0	0	0	0	0	0	0	0	0	0	0	0
187	ENSG00000157873	0	0	1	0	0	3	0	0	1	0	5	0	0	5
188	ENSG00000225931	0	0	0	0	0	0	0	0	0	0	0	0	0	0
189	ENSG00000228037	0	0	0	0	0	1	0	1	0	0	0	0	0	1
190	ENSG00000157870	285	120	242	230	259	111	284	127	330	204	203	343	304	186
191	ENSG00000142606	4	2	1	4	0	0	0	6	0	5	0	0	4	6
192	ENSG00000237058	1	0	1	1	1	0	1	0	3	3	2	2	0	0
193	ENSG00000215912	0	1	0	8	3	2	0	1	0	4	1	11	11	4
194	ENSG00000233234	0	0	0	0	0	0	0	0	0	0	0	0	0	0
195	ENSG00000231630	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196	ENSG00000169717	0	0	0	1	0	0	5	0	2	0	0	0	0	0
197	ENSG00000177133	0	0	0	0	5	1	2	1	0	1	0	0	1	2
198	ENSG00000256761	0	0	0	0	0	0	0	0	0	0	0	0	0	0
199	ENSG00000142611	21	0	18	32	73	20	15	32	7	9	1	20	40	25
200	ENSG00000226286	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201	ENSG00000272235	0	0	0	0	0	0	0	0	0	0	0	0	2	0
202	ENSG00000130762	53	8	53	30	49	23	56	13	37	15	8	58	75	62
203	ENSG00000272088	0	0	0	0	0	0	0	0	0	0	0	0	0	0
204	ENSG00000162591	46	45	46	55	88	47	22	36	43	37	58	76	65	62
205	ENSG00000207776	0	0	0	0	0	0	0	0	0	0	0	0	0	0
206	ENSG00000238260	0	0	0	0	0	0	0	0	0	1	0	1	0	0
207	ENSG00000158109	39	33	41	27	62	21	31	66	87	22	25	39	54	47
208	ENSG00000116213	173	53	170	67	188	141	109	125	172	123	82	163	263	103
209	ENSG00000078900	9	11	14	1	26	1	2	3	7	8	28	14	9	1
210	ENSG00000227589	0	0	0	0	0	0	0	0	0	0	0	0	0	0
211	ENSG00000235131	0	0	0	0	0	0	0	0	0	0	0	0	0	0
212	ENSG00000227372	72	42	122	81	155	69	115	37	133	95	79	92	107	81
213	ENSG00000162592	0	2	0	0	1	1	0	1	0	1	0	0	1	0
214	ENSG00000235169	4	2	4	1	10	4	3	6	2	6	6	3	19	14
215	ENSG00000130764	204	110	241	150	218	124	187	117	264	187	140	225	175	159
216	ENSG00000266075	0	0	0	0	0	0	0	0	0	0	0	0	0	0
217	ENSG00000272153	0	1	0	1	1	0	0	0	1	1	1	0	1	1
218	ENSG00000116198	38	12	28	17	31	21	19	23	31	28	18	55	59	14
219	ENSG00000169598	52	37	61	95	35	52	52	31	70	31	23	18	55	24
220	ENSG00000264428	0	0	0	0	0	0	0	0	0	0	0	0	0	0
221	ENSG00000198912	241	176	281	219	365	178	277	199	264	312	273	283	321	182
222	ENSG00000236423	0	0	2	3	0	0	0	0	4	0	0	0	0	0
223	ENSG00000233304	0	0	0	0	0	0	0	0	0	0	0	0	0	0
224	ENSG00000226374	0	0	0	0	0	0	0	0	0	0	0	0	3	0
225	ENSG00000229280	0	0	0	0	0	0	0	1	0	0	0	0	0	0
226	ENSG00000235054	7	0	0	0	0	0	0	0	0	0	0	0	0	0
227	ENSG00000227169	0	0	0	0	0	0	0	0	0	0	0	0	0	0
228	ENSG00000232596	0	0	0	0	0	0	0	0	0	0	0	0	0	0
229	ENSG00000196581	9	1	0	6	6	0	22	5	8	25	0	3	4	20
230	ENSG00000231510	0	0	0	0	0	0	0	0	0	0	0	0	0	0
231	ENSG00000260972	0	0	0	0	0	0	0	0	0	0	0	0	0	0
232	ENSG00000264341	0	0	0	0	0	0	0	0	0	0	0	0	0	0
233	ENSG00000236948	0	0	0	0	0	0	0	0	0	0	0	0	0	0
234	ENSG00000216045	0	0	0	0	0	0	0	0	0	0	0	0	0	0
235	ENSG00000264101	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236	ENSG00000131697	68	61	88	109	22	50	126	47	130	43	55	108	68	92
237	ENSG00000266687	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238	ENSG00000069424	22	42	29	58	77	42	59	35	84	110	57	26	62	48
239	ENSG00000268332	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240	ENSG00000116254	0	0	0	0	0	0	5	1	8	3	3	0	0	0
241	ENSG00000116251	321	236	322	267	335	180	370	373	578	459	477	302	298	321
242	ENSG00000226944	0	0	0	0	0	2	0	0	1	0	0	0	2	0
243	ENSG00000158286	3	0	0	0	0	4	0	0	1	0	9	3	0	1
244	ENSG00000116237	549	242	490	530	697	385	585	238	668	479	677	489	568	358
245	ENSG00000225077	1	0	2	0	0	9	8	0	10	3	9	7	3	5
246	ENSG00000173673	0	0	0	0	0	0	2	0	6	3	8	0	0	3
247	ENSG00000158292	16	15	10	36	37	19	14	12	66	38	39	33	12	22
248	ENSG00000097021	898	524	810	875	1021	484	993	378	1554	1022	889	779	792	626
249	ENSG00000271746	0	0	0	0	0	0	0	0	0	0	0	0	0	0
250	ENSG00000069812	0	4	2	0	0	0	0	6	3	1	2	0	0	0
251	ENSG00000187017	0	0	0	0	0	1	0	1	0	1	0	0	0	0
252	ENSG00000265392	0	0	0	0	0	0	0	0	0	0	0	0	0	0
253	ENSG00000231868	0	0	0	0	0	0	0	0	0	0	0	0	0	0
254	ENSG00000215788	14	5	37	30	46	30	17	35	2	7	1	33	83	18
255	ENSG00000171680	12	10	20	16	12	11	23	21	13	8	15	23	24	7
256	ENSG00000162408	45	31	81	85	53	71	59	29	135	91	50	62	46	63
257	ENSG00000253022	0	0	0	0	0	0	0	0	0	0	0	0	0	0
258	ENSG00000229519	2	0	4	2	1	3	2	3	10	6	7	1	6	4
259	ENSG00000173662	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	ENSG00000204859	92	56	90	68	170	91	70	56	88	90	84	96	99	44
261	ENSG00000162413	110	22	91	78	103	66	94	44	41	77	47	100	116	68
262	ENSG00000116273	101	65	110	92	125	80	86	125	144	155	136	139	122	84
263	ENSG00000041988	160	69	121	106	126	56	134	168	171	101	97	124	190	108
264	ENSG00000007923	264	138	241	220	245	151	255	95	265	258	197	216	270	140
265	ENSG00000228750	0	0	0	0	0	0	0	0	0	0	0	0	0	0
266	ENSG00000239166	0	0	0	0	0	0	0	0	0	0	0	0	0	0
267	ENSG00000237436	0	0	0	1	2	0	2	1	4	0	3	3	2	0
268	ENSG00000171735	716	451	709	562	887	385	769	421	989	717	614	579	978	603
269	ENSG00000227950	0	0	0	0	0	0	0	0	0	0	0	0	0	0
270	ENSG00000237365	0	0	0	0	0	0	0	0	0	0	0	0	0	0
271	ENSG00000207056	0	0	0	0	0	0	0	0	0	0	0	0	0	0
272	ENSG00000237402	0	3	0	0	0	0	1	1	8	3	2	3	1	0
273	ENSG00000237728	0	0	0	0	0	0	0	0	0	0	0	0	0	0
274	ENSG00000225126	0	0	0	0	0	0	0	0	0	0	0	0	0	0
275	ENSG00000270171	1	1	0	5	1	0	6	2	5	4	1	6	0	0
276	ENSG00000270035	0	0	0	0	0	1	0	0	3	0	0	0	0	0
277	ENSG00000269978	0	0	1	0	7	0	1	2	2	0	2	0	1	0
278	ENSG00000049245	615	263	541	361	478	330	417	580	420	592	554	387	797	330
279	ENSG00000269925	0	0	0	0	0	0	0	0	0	3	0	0	0	0
280	ENSG00000049246	3	3	8	0	5	7	0	27	7	7	29	12	3	11
281	ENSG00000236266	0	1	0	0	0	0	0	1	3	1	0	0	0	0
282	ENSG00000049247	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	ENSG00000049249	32	3	14	0	9	0	0	0	0	0	0	10	11	12
284	ENSG00000270330	0	0	0	0	1	0	0	0	0	0	0	0	1	1
285	ENSG00000116288	2493	1268	2366	1900	2830	1430	2393	1752	2879	2398	2067	1999	3069	1693
286	ENSG00000200344	0	0	0	0	0	0	0	0	0	0	0	0	2	0
287	ENSG00000116285	144	27	81	40	93	56	89	36	69	49	98	72	385	106
288	ENSG00000238290	0	0	0	2	0	0	0	0	0	0	1	0	6	0
289	ENSG00000232848	0	0	1	0	1	0	0	1	2	1	0	0	0	1
290	ENSG00000229305	0	0	0	0	0	0	0	0	0	0	0	0	0	0
291	ENSG00000200975	0	0	0	0	0	0	0	0	0	0	0	0	0	0
292	ENSG00000227634	0	0	0	0	0	0	0	0	0	0	0	0	0	0
293	ENSG00000233645	0	0	0	0	0	0	0	0	0	0	0	0	0	0
294	ENSG00000265414	0	0	0	0	0	0	0	0	0	0	0	0	0	0
295	ENSG00000251977	0	0	0	0	0	0	0	0	0	0	0	0	0	0
296	ENSG00000162426	13	12	12	14	29	8	26	26	39	28	17	25	8	25
297	ENSG00000252254	0	0	0	0	0	0	0	0	0	0	0	0	0	0
298	ENSG00000142599	219	92	211	183	288	199	263	129	275	212	101	210	267	187
299	ENSG00000232912	0	0	1	0	0	0	0	0	2	1	0	0	0	0
300	ENSG00000221083	0	0	0	0	0	0	0	0	0	0	0	0	0	0
301	ENSG00000270282	0	0	1	0	0	1	0	0	0	0	0	1	0	0
302	ENSG00000234619	0	0	1	0	1	0	0	0	1	0	0	0	3	1
303	ENSG00000224315	0	0	1	0	0	0	0	0	0	0	0	1	0	0
304	ENSG00000222511	0	0	0	0	0	0	0	0	0	0	0	0	0	1
305	ENSG00000226545	0	1	0	0	0	0	0	1	0	1	0	0	0	0
306	ENSG00000228423	1	0	0	7	4	11	4	0	2	1	0	9	2	2
307	ENSG00000229716	0	0	0	0	0	0	0	0	0	0	0	0	0	0
308	ENSG00000074800	15574	7567	8944	10064	13497	5537	11157	5953	7418	7640	8598	10344	16342	11370
309	ENSG00000236269	2	1	3	4	7	4	0	1	2	3	0	1	12	1
310	ENSG00000230679	1	1	1	5	9	2	1	0	1	4	3	3	4	3
311	ENSG00000201725	0	0	0	0	0	0	0	0	0	0	0	0	0	0
312	ENSG00000238249	5	2	15	6	4	2	5	2	5	4	2	5	2	5
313	ENSG00000232208	0	1	0	0	1	0	0	0	0	1	0	0	2	0
314	ENSG00000232663	0	0	0	0	0	0	0	0	0	0	0	0	0	0
315	ENSG00000131686	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316	ENSG00000265141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
317	ENSG00000197241	0	0	0	0	0	0	0	0	0	0	0	0	0	0
318	ENSG00000142583	4	0	0	0	0	0	0	0	0	0	0	0	0	0
319	ENSG00000252404	0	0	0	0	0	0	0	0	0	0	0	0	0	0
320	ENSG00000180758	9	0	9	0	5	0	0	12	0	5	9	12	16	2
321	ENSG00000207865	0	0	0	0	0	1	0	0	0	1	1	0	1	0
322	ENSG00000228526	1	1	2	0	0	2	1	1	0	1	0	3	2	2
323	ENSG00000234546	12	16	31	15	50	26	6	12	15	28	33	9	43	15
324	ENSG00000049239	83	64	163	97	189	74	100	74	73	105	122	89	135	167
325	ENSG00000252841	0	0	0	0	0	0	0	0	0	0	0	0	0	0
326	ENSG00000171621	70	0	29	4	64	3	0	23	12	8	0	15	120	25
327	ENSG00000252956	0	0	0	0	0	0	0	0	0	0	0	0	0	0
328	ENSG00000235263	0	0	0	0	0	0	0	0	0	0	0	0	0	0
329	ENSG00000171612	35	16	25	26	30	8	38	16	52	30	33	22	35	18
330	ENSG00000231181	1	1	1	3	1	0	0	0	2	0	1	7	2	4
331	ENSG00000188807	120	49	130	150	149	111	182	32	168	125	95	153	109	122
332	ENSG00000171608	31	7	31	8	2	8	5	25	16	5	5	30	77	16
333	ENSG00000179840	0	0	0	0	0	0	0	0	0	0	0	0	0	0
334	ENSG00000233268	0	0	0	0	0	0	1	1	0	0	0	0	0	0
335	ENSG00000231789	14	3	10	2	23	12	7	21	14	8	9	14	29	5
336	ENSG00000171603	225	112	277	218	381	185	266	233	353	217	204	304	339	237
337	ENSG00000271264	0	0	1	0	1	1	0	0	0	0	1	1	0	0
338	ENSG00000178585	107	49	78	94	148	65	93	32	141	94	73	70	104	94
339	ENSG00000223989	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340	ENSG00000162441	146	84	121	94	159	108	108	144	157	183	136	95	133	131
341	ENSG00000228150	3	2	0	0	0	0	0	0	0	1	1	0	1	2
342	ENSG00000173614	58	29	24	11	43	43	47	51	41	43	35	37	35	51
343	ENSG00000202415	1	1	0	0	0	0	0	1	0	0	1	0	0	1
344	ENSG00000265521	0	0	0	0	0	0	0	0	0	0	0	0	0	0
345	ENSG00000241326	0	0	0	0	0	0	0	0	0	0	0	0	0	0
346	ENSG00000162444	0	2	0	0	0	1	0	0	0	0	0	0	3	0
347	ENSG00000225786	0	0	0	0	0	0	0	0	0	0	0	0	0	0
348	ENSG00000130939	250	153	291	374	280	260	269	324	575	350	308	303	304	250
349	ENSG00000224340	0	0	1	0	0	0	0	0	0	0	0	0	0	0
350	ENSG00000233623	0	0	0	0	0	2	0	0	0	0	0	0	0	0
351	ENSG00000201746	0	0	0	0	0	0	0	0	0	0	0	0	0	0
352	ENSG00000054523	733	408	874	844	684	600	926	597	999	826	659	1035	900	884
353	ENSG00000264881	0	0	0	0	0	0	0	0	0	0	0	1	0	0
354	ENSG00000199562	0	0	0	0	0	0	0	0	0	0	0	0	0	0
