Zebrafish gene name	ZMEL1 - rep1	ZMEL1 - rep2	ZMEL1 - rep3	ZMELR1 - rep1	ZMELR1 - rep2	ZMELR1 - rep3
si:dkey-203o21.2	0	0	0	0	2	0
si:dkey-204a24.10	4	6	14	228	385	144
si:dkey-204a24.11	3	3	10	95	196	56
si:dkey-204f11.13	0	0	0	0	0	0
si:dkey-204f11.17p	0	0	0	1	2	0
si:dkey-204f11.29p	0	0	0	0	0	0
si:dkey-204f11.3	0	0	0	0	1	0
si:dkey-204f11.32p	0	0	0	0	0	0
si:dkey-204f11.37p	0	0	0	1	0	0
si:dkey-204f11.38p	0	0	1	0	0	0
si:dkey-204f11.41p	0	0	0	0	0	0
si:dkey-204f11.43p	0	0	0	0	0	0
si:dkey-204f11.49p	7	7	12	5	5	2
si:dkey-204f11.51	0	0	0	0	0	0
si:dkey-204f11.59	0	6	2	3	3	0
si:dkey-204f11.64	3187	1864	4037	4652	3775	3531
si:dkey-204f11.66	0	0	0	0	0	0
si:dkey-204f11.6p	0	0	0	0	0	0
si:dkey-204h11.10	0	0	0	0	0	0
si:dkey-204h11.12	0	0	0	0	0	0
si:dkey-204k5.2	184	280	287	255	468	239
si:dkey-204l11.1	0	3	2	4	6	2
si:dkey-204l2.2	0	0	0	0	0	0
si:dkey-204l2.3	46	35	39	42	75	30
si:dkey-204l2.4	1	1	2	0	0	0
si:dkey-205d4.2	0	0	0	0	0	0
si:dkey-205h13.1	1007	775	1515	2104	2144	1928
si:dkey-205h13.2	6	7	10	6	9	4
si:dkey-205h23.1	1	0	0	0	1	1
si:dkey-205o12.2	0	0	0	0	0	0
si:dkey-206d17.11	3	5	9	1	2	0
si:dkey-206d17.15	17	7	15	4	9	10
si:dkey-206d17.16	0	0	0	0	0	0
si:dkey-206f10.1	514	527	227	12	14	24
si:dkey-206f10.5	8	9	8	2	5	5
si:dkey-206f10.6	2	0	0	1	0	1
si:dkey-206f10.7	249	248	69	1	0	0
si:dkey-206m15.8	1	1	2	4	6	4
si:dkey-206p8.1	336	345	513	118	209	132
si:dkey-207j16.10	0	4	4	0	0	0
si:dkey-207j16.11	5	6	4	12	12	5
si:dkey-207j16.3	10	7	10	11	15	10
si:dkey-207j16.4	1	0	1	4	1	3
si:dkey-207j16.5	0	2	3	1	0	0
si:dkey-207j16.7	2	0	2	0	1	0
si:dkey-207j16.8	5	4	5	2	5	3
si:dkey-207j16.9	475	455	735	852	1033	515
si:dkey-207l24.2	0	1	0	0	0	0
si:dkey-207m2.4	46	61	90	50	122	57
si:dkey-207n5.1	4	1	1	0	1	0
si:dkey-208a9.1	2	5	1	0	0	0
si:dkey-208b15.2	0	0	2	0	0	0
si:dkey-208b23.4	0	1	0	0	0	0
si:dkey-208c12.2	0	0	0	0	0	0
si:dkey-208k22.1	0	0	0	0	0	0
si:dkey-208k22.2	0	0	0	0	1	0
si:dkey-208k22.3	3	2	7	3	1	1
si:dkey-208k22.6	8	11	28	4	8	12
si:dkey-208k4.1	9	7	3	1	2	1
si:dkey-208k4.10	18	20	6	0	0	1
si:dkey-208k4.7	0	0	1	0	0	0
si:dkey-208m12.2	0	1	5	1	0	0
si:dkey-208m12.3	0	0	0	0	0	0
si:dkey-208n4.1	0	1	2	1	1	0
SI:DKEY-209E8.1	374	655	617	514	896	379
si:dkey-209n16.2	3	1	0	3	3	1
si:dkey-20d21.12	34	45	25	24	35	15
si:dkey-20d21.6	62	83	65	63	102	15
si:dkey-20f20.3	0	0	1	0	0	0
si:dkey-20f20.4	5	2	6	8	10	4
si:dkey-20f20.6	0	1	0	0	0	0
si:dkey-20i10.7	504	465	666	932	1054	569
si:dkey-20i20.10	30	26	39	39	55	19
si:dkey-20i20.11	28	36	42	31	46	34
si:dkey-20i20.12	100	161	217	162	259	149
si:dkey-20i20.13	288	261	411	408	376	199
si:dkey-20i20.15	173	174	245	269	295	195
si:dkey-20i20.2	265	186	306	320	368	198
si:dkey-20i20.3	72	51	112	101	85	46
si:dkey-20i20.4	55	53	72	95	130	65
si:dkey-20i20.5	661	619	867	892	960	493
si:dkey-20i20.7	60	91	92	98	142	72
si:dkey-20i20.8	194	131	247	254	198	131
si:dkey-20i20.9	43	60	75	39	79	23
si:dkey-20j1.2	2	3	4	5	9	5
si:dkey-20j1.4	0	0	0	0	0	0
si:dkey-20j1.5	0	1	0	0	1	0
si:dkey-20j10.2	0	0	0	0	0	0
si:dkey-20j3.4	0	5	3	3	2	1
si:dkey-20l4.2	54	24	73	41	46	8
si:dkey-210i3.1	0	0	0	0	0	0
si:dkey-210j14.3	141	213	132	241	368	87
si:dkey-210j14.4	1157	782	1562	1541	1286	574
si:dkey-210j14.5	410	329	519	411	480	259
si:dkey-211a8.1	0	1	0	0	0	0
si:dkey-211e20.1	0	0	0	0	0	0
si:dkey-211e20.3	0	1	1	0	0	0
si:dkey-211e20.8	0	0	0	1	0	0
si:dkey-211e20.9	0	0	0	0	0	0
si:dkey-211f1.1	0	0	0	0	1	0
si:dkey-211f1.2	0	0	0	0	0	0
si:dkey-211g8.1	0	0	0	0	0	0
si:dkey-211g8.4	47	53	87	25	27	40
si:dkey-211g8.5	0	1	0	0	1	0
si:dkey-211g8.6	1	0	0	0	0	0
si:dkey-211g8.7	0	0	0	0	0	0
si:dkey-211g8.8	2	0	3	1	2	0
si:dkey-211i20.2	22	39	61	25	37	17
si:dkey-211i20.3	0	3	4	4	3	2
si:dkey-211i20.4	0	0	0	0	0	0
si:dkey-211i20.5	0	0	0	0	0	0
si:dkey-211m23.2	120	124	198	93	182	20
si:dkey-215k6.1	16	22	47	25	40	60
si:dkey-216e24.3	0	0	0	0	0	0
si:dkey-216e24.4	0	0	0	1	0	0
si:dkey-216e24.5	0	0	0	0	0	0
si:dkey-217d24.6	1950	2830	2433	1677	2787	1586
si:dkey-217f16.1	19	30	130	9	29	6
si:dkey-217f16.2	5	1	39	2	2	0
si:dkey-217f16.3	3	3	2	3	3	3
si:dkey-217g21.2	0	4	1	0	0	0
si:dkey-217g21.3	11	15	30	16	18	12
si:dkey-217l24.1	2	5	5	8	10	5
si:dkey-217m5.3	12	9	5	24	13	3
si:dkey-217m5.8	0	0	0	0	1	0
si:dkey-217m5.9	0	0	2	1	2	1
si:dkey-218h11.6	2	1	9	2	3	7
si:dkey-218h11.7	0	0	0	1	1	1
si:dkey-218h11.8	53	78	58	44	74	20
si:dkey-218i12.2	0	0	0	0	0	0
si:dkey-218i12.3	0	0	0	1	0	0
si:dkey-218l23.4	0	0	0	1	0	0
si:dkey-219c3.2	500	941	758	420	813	407
si:dkey-219e20.3	1	1	2	1	1	0
si:dkey-219f18.2	1	2	2	4	3	0
si:dkey-21a6.5	5610	5460	8047	8755	12944	4135
si:dkey-21c1.1	1005	888	1251	929	1167	618
si:dkey-21c19.4	0	2	2	2	1	8
si:dkey-21e13.3	2	3	18	9	9	9
si:dkey-21e2.5	1	0	0	2	0	2
si:dkey-21e2.6	1	1	2	0	5	0
si:dkey-21e2.9p	2	3	1	1	7	0
si:dkey-21h14.10	0	0	1	2	3	0
si:dkey-21h14.11	1	0	3	2	2	0
si:dkey-21h14.12	2	2	1	2	4	1
si:dkey-21h14.14	1	1	1	2	3	3
si:dkey-21h14.15	0	0	0	0	0	0
si:dkey-21h14.16	0	0	0	0	0	0
si:dkey-21h14.17	0	1	0	0	0	1
si:dkey-21h14.3	0	0	0	0	0	0
si:dkey-21h14.8	1	1	2	0	0	1
si:dkey-21h14.9	0	0	1	2	2	2
si:dkey-21k10.2	0	0	0	0	0	1
si:dkey-21k10.3	4	2	0	7	4	0
si:dkey-21n10.3	0	0	0	0	1	0
si:dkey-21n8.3	0	1	0	0	3	0
si:dkey-21o13.3	0	0	0	0	0	0
si:dkey-21o19.2	0	0	0	0	0	1
si:dkey-21o19.3	345	711	343	346	593	27
si:dkey-21o19.5	0	1	0	0	1	0
si:dkey-21o19.6	98	110	146	55	90	128
si:dkey-21o19.8	2	0	2	0	0	1
si:dkey-21o22.2	0	0	1	0	0	0
si:dkey-21p1.3	8	8	11	1	1	0
si:dkey-220a11.10	123	111	168	99	139	38
si:dkey-220a11.5	2	0	3	0	1	0
si:dkey-220a11.6	0	0	0	0	0	0
si:dkey-220a11.9	0	0	0	0	0	0
si:dkey-220e7.2p	0	0	0	0	0	0
si:dkey-220k22.2	0	0	0	0	0	0
si:dkey-220k22.3	23	46	49	23	40	4
si:dkey-220o10.1	3	0	2	1	0	1
si:dkey-220o10.3	0	0	3	0	2	0
si:dkey-220o21.1	3	4	7	3	3	0
si:dkey-220o21.2	6	1	5	1	2	3
si:dkey-220o21.3	0	2	0	0	0	0
si:dkey-220o21.4	0	0	0	0	0	0
si:dkey-220o21.5	0	1	1	1	1	0
si:dkey-220o5.5	0	1	0	0	2	0
si:dkey-221j11.1	5	2	0	3	8	0
si:dkey-221j11.3	0	1	0	26	68	13
si:dkey-221l21.2	330	391	262	293	484	111
si:dkey-221l4.10	1	0	0	2	0	0
si:dkey-221l4.12	0	0	0	0	0	0
si:dkey-221l4.13	3	0	3	8	7	4
si:dkey-221l4.9	0	0	0	0	0	0
si:dkey-222b8.4	568	728	715	515	930	161
si:dkey-222b8.5	0	1	0	0	1	0
si:dkey-222e15.3	0	0	0	0	2	0
si:dkey-222e15.4	9	10	8	7	12	5
si:dkey-222f2.1	1	0	1	2	2	0
si:dkey-222f2.10	4	7	43	8	13	14
si:dkey-222f2.3	50	30	50	9	3	7
si:dkey-222f2.6	1	5	0	1	1	3
si:dkey-222f2.7	0	0	4	4	3	4
si:dkey-222f8.3	3785	2272	4343	4519	3548	3197
si:dkey-222f8.6	0	0	0	0	0	0
si:dkey-222h21.1	3	5	27	21	11	23
si:dkey-222h21.10	47	55	127	89	107	167
si:dkey-222h21.11	0	0	0	0	0	0
si:dkey-222h21.12	0	1	0	0	0	0
si:dkey-222h21.2	52	66	125	105	114	138
si:dkey-222h21.3	0	0	3	0	1	0
si:dkey-222h21.4	0	0	2	0	0	0
si:dkey-222h21.5	1	0	0	0	0	2
si:dkey-222h21.6	0	0	1	0	1	1
si:dkey-222h21.7	0	2	7	2	12	3
si:dkey-222h21.8	0	1	4	5	0	1
si:dkey-222h21.9	1	5	12	6	8	9
si:dkey-222l20.1	23	59	39	26	57	16
si:dkey-222o15.1	10	7	7	4	5	2
si:dkey-222o15.2	1	0	0	1	0	2
si:dkey-222o15.3	0	0	0	0	0	3
si:dkey-222o15.4	9	4	12	14	19	4
si:dkey-222o15.5	11	19	20	22	36	12
si:dkey-222o17.4	0	0	1	0	1	0
si:dkey-222p3.1	13	38	32	15	27	5
si:dkey-223d7.6	1	0	0	0	0	0
si:dkey-223g10.3	1	2	2	1	1	2
si:dkey-223g14.4	0	0	0	1	0	0
si:dkey-224a6.4	5	2	7	8	8	4
si:dkey-224b4.5	0	0	0	0	0	0
si:dkey-224j12.3	3	4	6	1	4	0
si:dkey-224k5.12	0	0	1	0	0	0
si:dkey-225d17.2	0	0	0	0	0	0
si:dkey-225f23.4	0	0	0	1	0	0
si:dkey-225f23.5	0	0	0	0	0	0
si:dkey-225h23.4	13	17	5	0	2	2
si:dkey-225i9.3	0	0	0	0	0	0
si:dkey-225i9.4	0	0	0	0	0	0
si:dkey-225k4.1	21	17	127	16	12	17
si:dkey-225n22.4	11	19	21	20	32	28
si:dkey-225n22.5	0	0	0	0	0	0
si:dkey-225n22.6	2	1	0	0	0	0
si:dkey-225n22.7	0	0	0	0	0	0
si:dkey-225n3.4	1	0	1	1	1	0
si:dkey-226f16.1	0	0	0	0	0	0
si:dkey-226k3.4	4143	2438	4302	4100	3339	2391
si:dkey-226m8.7	0	0	1	0	1	0
si:dkey-226m8.9	4	4	4	8	14	8
si:dkey-227h16.2	107	87	85	136	147	27
si:dkey-228a15.1	544	394	619	632	839	355
si:dkey-228a15.6	0	0	0	0	0	2
si:dkey-228b19.6	0	0	0	0	0	0
si:dkey-228b2.5	720	795	894	1016	1281	738
si:dkey-228c11.4	0	0	0	0	0	0
si:dkey-228d14.8	0	0	0	0	0	0
si:dkey-228g21.5	0	0	1	0	0	1
si:dkey-228i19.32	10	14	32	14	34	14
si:dkey-228i19.34	10	5	13	2	4	2
si:dkey-228l14.1	14	30	23	28	26	8
si:dkey-228l14.2	0	0	0	0	1	1
si:dkey-229b18.3	727	853	761	798	1178	602
si:dkey-229d11.3	0	1	1	2	1	1
si:dkey-229d11.5	0	0	1	1	1	0
si:dkey-229d2.6	0	1	0	0	1	0
si:dkey-229d2.7	1	2	3	1	3	0
si:dkey-229e3.2	2	4	2	1	2	3
si:dkey-229p15.6	3	10	11	5	13	6
si:dkey-22a18.1	22	29	34	21	28	8
si:dkey-22a18.2	57	82	89	38	84	19
si:dkey-22f5.10	0	0	3	5	4	1
si:dkey-22f5.9	0	2	3	1	0	0
si:dkey-22h13.2	12	9	8	14	10	3
si:dkey-22h13.3	7	8	19	21	19	14
si:dkey-22h13.4	2	0	0	0	0	0
si:dkey-22h13.5	0	0	0	0	0	0
si:dkey-22h13.6	1	6	2	0	0	0
si:dkey-22h13.7	0	1	0	0	0	0
si:dkey-22i16.10	0	0	0	0	0	0
si:dkey-22i16.3	0	0	1	0	1	0
si:dkey-22i16.7	0	0	0	0	0	0
si:dkey-22i16.9	423	522	482	519	830	217
si:dkey-22l1.1	0	0	0	0	0	0
si:dkey-22l11.6	0	1	1	3	2	2
si:dkey-22m22.1	0	0	0	0	0	0
si:dkey-22m22.2	0	0	0	0	0	0
si:dkey-22o12.6	0	0	1	0	0	0
si:dkey-22o12.7	42	45	34	214	331	79
si:dkey-22o20.2	0	0	0	0	0	0
si:dkey-22o22.2	218	402	946	75	156	61
si:dkey-22p6.2	0	0	0	0	0	0
si:dkey-230a20.2	915	600	364	3165	3391	826
si:dkey-230e6.3	0	0	1	0	0	0
si:dkey-230i18.1	1	4	5	1	5	1
si:dkey-230i18.2	147	122	457	135	122	144
si:dkey-231a18.2	59	120	88	57	86	32
si:dkey-231k6.4	0	0	0	0	0	0
si:dkey-231k6.6	0	5	6	1	1	2
si:dkey-231l1.12	0	0	0	0	0	0
si:dkey-231n3.4	0	0	0	1	0	1
si:dkey-231p15.1	114	116	119	76	88	50
si:dkey-231p15.2	0	0	0	0	0	0
si:dkey-232o15.1	0	0	0	0	0	0
si:dkey-233e3.1	1	2	2	3	4	2
si:dkey-233e3.2	1	2	0	0	0	1
si:dkey-233e3.3	6	7	6	8	6	2
si:dkey-233e3.4	20	28	21	27	22	13
si:dkey-233e3.5	4	1	4	4	5	4
si:dkey-233e3.6	6	4	15	8	12	2
si:dkey-233h12.1	0	0	0	0	0	0
si:dkey-233k19.2	4	5	3	0	0	1
si:dkey-234d14.2	0	0	0	0	1	0
si:dkey-234h16.7	5	8	10	43	46	9
si:dkey-234i14.12	0	0	0	0	0	0
si:dkey-234i14.13	0	0	0	0	0	0
si:dkey-234i14.14	1	2	0	1	0	0
si:dkey-234i14.15	0	0	0	0	0	0
si:dkey-234i14.2	142	122	156	85	104	22
si:dkey-234i14.20	1	1	1	0	0	0
si:dkey-234i14.21	26	8	14	38	36	21
si:dkey-234i14.3	16	7	12	18	29	13
si:dkey-234i14.6	15	20	23	11	25	10
si:dkey-234i14.9	3	6	3	2	6	4
si:dkey-234k7.1	0	0	0	0	0	0
si:dkey-234k7.2	0	0	0	0	0	0
si:dkey-234l24.1	0	0	0	0	1	0
si:dkey-234l24.10	10	1	8	7	10	5
si:dkey-234l24.2p	3	1	1	1	1	3
si:dkey-234l24.4p	2	4	2	1	1	1
si:dkey-234l24.7	0	0	0	0	0	0
si:dkey-234l24.8	0	0	0	0	0	0
si:dkey-234l24.9	14	11	32	12	6	11
si:dkey-234n3.3	0	0	0	0	0	0
si:dkey-235d18.5	199	242	245	213	300	106
si:dkey-235d18.6	0	4	2	0	1	0
si:dkey-235h8.1	2	2	1	6	9	14
si:dkey-236a14.10	0	0	0	0	0	0
si:dkey-236a14.11	0	0	2	1	0	0
si:dkey-236a14.12	0	0	0	0	0	0
si:dkey-236a14.13	0	0	0	0	0	1
si:dkey-236a14.14	0	0	0	0	0	0
si:dkey-236a14.4	0	1	0	0	0	0
si:dkey-236a14.5	18	28	24	12	27	1
si:dkey-236a14.6	0	0	0	1	0	0
si:dkey-236a14.7	0	0	0	0	0	0
si:dkey-236e20.1	0	0	0	0	0	0
si:dkey-236e20.3	0	0	0	0	0	0
si:dkey-236e20.7	0	0	1	0	1	0
si:dkey-237g15.2	77	102	98	96	146	81
si:dkey-237i9.1	201	415	365	414	764	327
si:dkey-237i9.6	1	3	4	0	5	2
si:dkey-237i9.7	1	0	1	3	0	0
si:dkey-237i9.8	0	0	0	1	2	1
si:dkey-237j10.2	31	39	35	32	43	19
si:dkey-237j11.3	1	0	0	0	0	0
si:dkey-237m9.1	1	1	2	4	2	1
si:dkey-237m9.2	8	11	12	16	12	5
si:dkey-237m9.3	4	0	1	2	4	0
si:dkey-237p10.2	0	0	0	0	0	0
si:dkey-238c7.13	38771	15302	489368	91416	30899	309263
si:dkey-238c7.16	43	33	44	40	43	132
si:dkey-238d18.10	2	3	2	14	13	4
si:dkey-238d18.12	1	1	3	5	7	2
si:dkey-238d18.13	0	1	1	1	0	0
si:dkey-238d18.14	0	0	0	0	0	0
si:dkey-238d18.4	223	219	393	302	408	649
si:dkey-238d18.5	3	8	13	9	23	7
si:dkey-238d18.6	1	3	2	4	7	2
si:dkey-238d18.7	0	0	0	0	0	0
si:dkey-238d18.8	2	2	2	3	8	2
si:dkey-238d18.9	0	0	1	1	0	0
si:dkey-238f9.1	0	2	0	3	1	1
si:dkey-238g7.1	21	16	30	15	21	5
si:dkey-238g7.2	16	25	30	9	21	10
si:dkey-238j22.1	0	0	0	0	0	1
si:dkey-238m4.1	8	7	13	7	11	3
si:dkey-238m4.3	0	2	0	4	3	2
si:dkey-238m4.4	0	0	0	0	0	0
si:dkey-238n5.3	0	0	0	0	0	0
si:dkey-238o13.4	11	7	7	5	7	8
si:dkey-238o14.1	11	11	16	8	17	8
si:dkey-238o14.3	21	36	44	21	35	11
si:dkey-238o14.4	0	0	2	0	0	0
si:dkey-238o14.5	14	13	30	15	15	9
si:dkey-238o14.6	178	184	279	203	190	104
si:dkey-238o14.7	0	0	4	1	2	1
si:dkey-238o14.8	14	7	18	8	17	4
si:dkey-238o14.9	27	23	36	39	39	12
si:dkey-239b22.1	125	317	169	184	342	106
si:dkey-239b22.2	0	0	0	1	0	0
si:dkey-239h2.3	2170	1235	4003	1811	1498	1682
si:dkey-239h2.4	1	0	2	0	1	0
si:dkey-239i20.2	0	0	0	3	2	1
si:dkey-239i20.4	2	4	3	1	9	2
si:dkey-239j18.2	0	0	0	2	3	1
si:dkey-239j18.3	0	0	0	0	0	0
si:dkey-239n17.6	0	0	0	0	0	0
si:dkey-23a11.3	3	1	1	35	53	30
si:dkey-23a17.3	0	0	0	0	0	0
si:dkey-23a17.6	0	1	0	0	0	0
si:dkey-23a23.1	0	0	0	0	0	0
si:dkey-23a23.2	178	195	238	207	288	175
si:dkey-23a23.3	190	171	241	198	211	89
si:dkey-23c22.4	5	0	3	0	0	1
si:dkey-23f21.1	0	0	0	0	0	0
si:dkey-23h22.1	0	0	4	1	1	1
si:dkey-23k10.2	0	0	1	0	1	1
si:dkey-23k10.5	758	714	2533	1056	973	1370
si:dkey-23k6.2	0	0	0	0	0	0
si:dkey-23o4.6	12	9	5	3	2	2
si:dkey-23p11.2	3462	4289	5004	4541	7586	3185
si:dkey-23p11.4	0	0	1	0	0	0
si:dkey-240a9.6	5	7	7	5	6	8
si:dkey-240e12.6	0	0	0	0	0	0
si:dkey-240h12.3	0	0	0	0	1	0
si:dkey-240h12.4	44	73	85	87	199	80
si:dkey-240h6.1	2	4	1	6	7	2
si:dkey-240k8.1	0	0	0	0	0	0
si:dkey-240k8.2	0	0	0	0	0	0
si:dkey-240n22.2	1	0	0	0	0	0
si:dkey-240n22.3	17	22	34	13	18	16
si:dkey-240n22.6	224	304	490	277	462	263
si:dkey-240n22.7	69	78	110	127	163	78
si:dkey-240n22.8	8	5	15	15	13	0
si:dkey-241f21.4	34	27	74	18	24	1
si:dkey-241f21.6	0	0	2	0	0	0
si:dkey-241f21.7	0	0	0	0	0	0
si:dkey-241h1.11	1	1	2	0	2	1
si:dkey-241l7.10	0	0	0	0	0	0
si:dkey-241l7.2	0	0	1	0	1	0
si:dkey-241l7.4	0	0	0	2	0	0
si:dkey-241l7.5	3	0	1	1	1	0
si:dkey-241l7.6	1	1	0	0	0	0
si:dkey-242e21.3	109	84	138	84	103	77
si:dkey-242e21.4	378	346	600	352	453	291
si:dkey-242e21.5	0	0	0	0	0	1
si:dkey-242g16.2	0	1	2	1	3	1
si:dkey-242h9.3	2	2	9	2	7	4
si:dkey-242h9.4	0	0	1	2	0	0
si:dkey-242h9.5	1	2	6	2	12	5
si:dkey-242k1.4	15	14	27	78	85	106
si:dkey-242k1.6	118	262	278	218	424	189
si:dkey-242n9.2	2	1	0	1	1	1
si:dkey-243i1.1	387	607	510	377	684	227
si:dkey-243k1.4	0	0	0	0	0	0
si:dkey-244a7.1	127	72	146	46	63	29
si:dkey-244a7.2	1	0	0	0	0	0
si:dkey-245f22.3	5	2	1	3	7	5
si:dkey-245g22.3	0	2	1	5	0	0
si:dkey-245m3.1	0	0	0	0	0	0
si:dkey-245m3.2	0	0	0	0	0	0
si:dkey-245m3.3	0	0	0	0	0	0
si:dkey-245p14.4	4	5	3	4	7	0
si:dkey-246e1.1	16	24	24	25	21	31
si:dkey-246e1.3	0	0	0	0	1	1
si:dkey-246g23.2	9	20	9	7	8	3
si:dkey-246g23.4	0	0	0	1	0	0
si:dkey-246i14.3	0	2	0	6	1	3
si:dkey-246i21.1	0	0	3	1	2	4
si:dkey-246j23.6	9	9	10	10	17	6
si:dkey-246j6.1	2	0	1	0	1	0
si:dkey-246j6.2	2	5	8	4	14	1
si:dkey-246j6.3	3	3	3	1	6	0
si:dkey-246j7.1	1	0	0	1	2	3
si:dkey-246k9.3	0	0	2	0	3	0
si:dkey-246k9.4	0	0	0	0	0	0
si:dkey-246m18.2	88	121	81	142	320	218
si:dkey-246m18.3	0	1	1	0	0	0
si:dkey-246m18.5	0	0	0	0	0	0
si:dkey-247i3.1	6	1	4	2	5	0
si:dkey-247i3.3	36	13	30	34	30	6
si:dkey-247i3.4	22	41	38	33	43	14
si:dkey-247i3.5	40	51	92	35	41	19
si:dkey-247i3.6	7	7	7	5	17	2
si:dkey-247i3.7	76	65	118	153	135	46
si:dkey-247m21.3	66	117	159	64	69	46
si:dkey-248f6.3	0	4	0	2	1	1
si:dkey-248g15.3	0	0	0	0	0	1
si:dkey-248g17.3	0	0	4	4	5	6
si:dkey-248g21.1	1	4	0	1	1	0
si:dkey-249d8.1	203	105	425	554	420	283
si:dkey-249p7.3	0	4	2	1	0	0
si:dkey-249p7.4	4	4	2	1	2	2
si:dkey-24c2.6	7	5	8	11	6	5
si:dkey-24c2.7	0	2	0	0	1	1
si:dkey-24d19.3	49	71	46	16	30	9
si:dkey-24g18.3	1	0	0	3	6	0
si:dkey-24g18.4	0	0	0	0	0	0
si:dkey-24h22.5	0	0	0	0	0	0
si:dkey-24i24.3	1	0	1	1	2	0
si:dkey-24l11.2	2503	2503	3691	2789	3948	2130
si:dkey-24l11.3	8	17	17	13	11	12
si:dkey-24m12.3	692	1183	640	500	980	275
si:dkey-24n17.9	0	0	0	0	0	0
si:dkey-24p1.1	1	2	1	4	4	4
si:dkey-24p1.6	14	21	18	24	41	16
si:dkey-24p1.7	0	0	0	1	3	1
si:dkey-250a19.1	0	1	0	2	3	1
si:dkey-250i3.3	1	1	2	1	1	0
si:dkey-250i3.4	0	0	0	0	0	0
si:dkey-250k10.1	14	26	33	20	27	14
si:dkey-250k10.3	0	0	0	0	0	0
si:dkey-250k10.4	17	20	27	11	14	10
si:dkey-250k15.10	4	5	1	8	4	3
si:dkey-250k15.4	306	354	386	303	496	286
si:dkey-250k15.7	80	90	38	87	102	32
si:dkey-250k15.9	0	0	1	1	0	0
si:dkey-251i10.2	105	106	112	54	66	66
si:dkey-251i8.2	1	0	0	0	0	0
si:dkey-252l8.1	0	0	0	0	0	0
si:dkey-253a1.2	0	3	3	6	21	0
si:dkey-253d23.1	74	63	130	129	172	86
si:dkey-253d23.11	864	534	1272	1057	769	484
si:dkey-253d23.12	289	267	715	392	478	320
si:dkey-253d23.2	424	397	502	391	554	284
si:dkey-253d23.3	1011	865	1733	1082	1245	1568
si:dkey-253d23.4	3966	2319	5986	5328	4271	3182
si:dkey-253d23.5	313	231	501	370	345	202
si:dkey-253d23.7	1114	692	1642	1317	1174	766
si:dkey-253d23.8	154	107	207	192	173	75
si:dkey-253d23.9	189	144	278	267	223	118
si:dkey-253e1.1	46	30	57	25	46	15
si:dkey-254e13.11	0	0	0	0	0	0
si:dkey-254e13.12	2	0	0	1	5	1
si:dkey-254e13.13	1	0	0	0	0	0
si:dkey-254e13.6	22	28	33	27	31	17
si:dkey-254e13.7	0	0	0	0	0	0
si:dkey-254e13.8	2	0	1	1	1	0
si:dkey-254e7.1	0	0	0	0	0	0
si:dkey-256e21.1	5	10	5	1	6	4
si:dkey-256e7.5	0	1	0	1	0	0
si:dkey-256e7.8	2	1	0	10	5	6
si:dkey-256h2.1	566	468	608	748	953	383
si:dkey-256i11.1	126	104	201	174	202	79
si:dkey-256i11.2	74	50	83	72	65	21
si:dkey-256i11.4	0	0	0	0	0	0
si:dkey-256i11.6	0	0	0	0	0	0
si:dkey-256k13.3	13	14	23	9	5	5
si:dkey-257e4.2	45	49	46	47	93	40
si:dkey-257e4.5	7	7	9	10	18	8
si:dkey-257e4.6	31	18	16	23	14	9
si:dkey-257i7.5	0	1	1	0	0	0
si:dkey-258e8.1	0	0	0	0	0	0
si:dkey-258f14.2	2097	1813	2079	1056	1587	432
si:dkey-258f14.3	0	0	21	0	0	0
si:dkey-258f14.4	0	0	0	0	0	0
si:dkey-258f14.6	0	0	0	0	0	0
si:dkey-258f14.7	0	0	7	0	0	0
si:dkey-258p11.1	0	0	0	0	1	0
si:dkey-258p11.2	0	0	0	0	0	0
si:dkey-258p11.3	0	2	0	0	1	0
si:dkey-259g19.1	1	1	1	0	2	0
si:dkey-259g19.2	6	8	12	8	8	7
si:dkey-259j3.5	2	1	0	1	1	2
si:dkey-259n11.3	0	0	0	0	1	0
si:dkey-259p7.1	0	0	0	0	1	0
si:dkey-25c4.1	0	0	0	0	0	1
si:dkey-25e11.10	52	71	16	38	76	22
si:dkey-25e11.13	14	17	3	17	16	7
si:dkey-25e12.3	1412	1165	4936	1416	1281	3361
si:dkey-25g12.2	0	1	0	2	2	0
si:dkey-25i10.1	1	1	2	0	0	1
si:dkey-25i10.3	1	0	0	1	0	0
si:dkey-25i10.5	0	0	0	0	0	0
si:dkey-25i10.6	4	0	0	0	1	0
si:dkey-25o1.2	3	1	7	1	1	0
si:dkey-25o1.3	0	2	4	1	4	1
si:dkey-25o1.4	0	1	1	0	0	0
si:dkey-25o1.5	14	5	20	10	1	4
si:dkey-25o1.6	0	1	1	1	1	1
si:dkey-25o1.7	21	7	15	82	44	28
si:dkey-25o1.8	3	3	14	4	18	13
si:dkey-25o1.9	1	0	0	5	1	2
si:dkey-25o16.2	179	185	247	243	265	179
si:dkey-260c8.4	1028	1085	992	743	1107	806
si:dkey-260c8.5	0	0	0	0	0	1
si:dkey-260c8.6	1	1	0	0	1	1
si:dkey-260g12.1	0	0	0	0	0	0
si:dkey-260j18.2	2444	2884	2752	2414	4349	1600
si:dkey-261e22.4	2	4	4	0	3	2
si:dkey-261e22.5	0	0	0	0	0	0
si:dkey-261h17.1	13708	20279	14809	13305	22966	4355
si:dkey-261j4.3	0	0	2	0	3	1
